UC_NM_MN,XC_NM_LST,street_orientation_entropy,orientation_order_indicator,weighted_street_orientation_entropy,median_street_segment_length,average_circuity,average_node_degree,proportion_nodes_dead_ends,proportion_nodes_fourway_intersections,ID_HDC_G0,QA2_1V,AREA,BBX_LATMN,BBX_LONMN,BBX_LATMX,BBX_LONMX,GCPNT_LAT,GCPNT_LON,CTR_MN_NM,CTR_MN_ISO,XBRDR,XCTR_NBR,XC_ISO_LST,GRGN_L1,GRGN_L2,UC_NM_LST,UC_NM_SRC,H75_NBR,H90_NBR,H00_NBR,H75_AREA,H90_AREA,H00_AREA,E_BM_NM_LST,E_SL_LST,EL_AV_ALS,E_KG_NM_LST,E_RB_NM_LST,E_WR_P_90,E_WR_P_00,E_WR_P_14,E_WR_T_90,E_WR_T_00,E_WR_T_14,B75,B90,B00,B15,P75,P90,P00,P15,BUCAP75,BUCAP90,BUCAP00,BUCAP15,NTL_AV,GDP90_SM,GDP00_SM,GDP15_SM,INCM_CMI,DEV_CMI,TT2CC,E_GR_AV90,E_GR_AV00,E_GR_AV14,E_GR_AH90,E_GR_AM90,E_GR_AL90,E_GR_AT90,E_GR_AH00,E_GR_AM00,E_GR_AL00,E_GR_AT00,E_GR_AH14,E_GR_AM14,E_GR_AL14,E_GR_AT14,E_EC2E_E75,E_EC2E_E90,E_EC2E_E00,E_EC2E_E15,E_EC2E_R75,E_EC2E_R90,E_EC2E_R00,E_EC2E_R15,E_EC2E_I75,E_EC2E_I90,E_EC2E_I00,E_EC2E_I15,E_EC2E_T75,E_EC2E_T90,E_EC2E_T00,E_EC2E_T15,E_EC2E_A75,E_EC2E_A90,E_EC2E_A00,E_EC2E_A15,E_EC2O_E75,E_EC2O_E90,E_EC2O_E00,E_EC2O_E15,E_EC2O_R75,E_EC2O_R90,E_EC2O_R00,E_EC2O_R15,E_EC2O_I75,E_EC2O_I90,E_EC2O_I00,E_EC2O_I15,E_EC2O_T75,E_EC2O_T90,E_EC2O_T00,E_EC2O_T15,E_EC2O_A75,E_EC2O_A90,E_EC2O_A00,E_EC2O_A15,E_EPM2_E75,E_EPM2_E90,E_EPM2_E00,E_EPM2_E15,E_EPM2_R75,E_EPM2_R90,E_EPM2_R00,E_EPM2_R15,E_EPM2_I75,E_EPM2_I90,E_EPM2_I00,E_EPM2_I15,E_EPM2_T75,E_EPM2_T90,E_EPM2_T00,E_EPM2_T15,E_EPM2_A75,E_EPM2_A90,E_EPM2_A00,E_EPM2_A15,E_CPM2_T00,E_CPM2_T05,E_CPM2_T10,E_CPM2_T14,EX_FD_AREA,EX_FD_B75,EX_FD_B90,EX_FD_B00,EX_FD_B15,EX_FD_P75,EX_FD_P90,EX_FD_P00,EX_FD_P15,EX_SS_AREA,EX_SS_B75,EX_SS_B90,EX_SS_B00,EX_SS_B15,EX_SS_P75,EX_SS_P90,EX_SS_P00,EX_SS_P15,EX_EQ19PGA,EX_EQ19MMI,EX_EQ19_Q,EX_HW_IDX,SDG_LUE9015,SDG_A2G14,SDG_OS15MX,geometry
Khartoum,Sudan,2.9666652787566123,0.482668216,2.992856074309824,68.01379208754196,1.0111046544303195,6.300937464703889,0.01063966,0.249184895,4335,1,750,15.37270683,32.31253037,15.78292161,32.67077903,15.61807611,32.51218853,Sudan,SDN,0,1,SDN,Africa,Northern Africa,Khartoum; Omdurman; جبرة جنوب; جبرة جنوب; مجمع كافوري السكني 1,GISCO OSM,4,4,1,354,453,590,"Tropical and subtropical grasslands, savannas, and shrublands",Luvisols,390.6620997,"Desert (arid), and  Hot arid",Nile,116.9250045,109.8500023,113.125,29.83350945,30.12390804,30.36932945,110.3441315,142.2993927,198.5551758,264.5216675,1650332.035,2909787.879,4215019.289,5824720.873,66.86177639,48.90369973,47.1065877,45.41362122,15.99886687,4257303552,5421341696,12933125120,LMIC,LDCL,0,,0.153526204,0.146097494,0,0,0,0,0.060041141,144.7109562,600.0386492,738.8715715,3.469099276,137.0441213,604.2964259,744.8096465,26015.81252,70161.34275,185973.419,2954872.088,17798.28831,25097.58794,96408.55181,228451.2567,155653.927,159078.0179,166655.5555,484261.6402,237657.2551,418990.7391,364164.5117,993666.4116,59.78365557,44.13866369,12.84878846,39.94448023,,,,,472312.1121,522416.1903,480853.8376,214485.318,342927.3962,518168.7298,795140.3115,595393.1575,,,,,308.8527504,315.1118398,449.4280567,667.1796272,3.082382433,8.322309158,22.24623572,325.238959,1797.071441,1988.048061,1779.710409,787.737958,4118.653635,5456.953859,6827.831449,4631.42347,113.4531953,205.0812501,127.8290208,388.9989265,1.587133423,1.831527619,2.509532928,3.82822112,36.01492,39.15504,39.24506,44.7681,478,101.2385559,125.3418808,162.5810699,173.4312592,985034.7483,1680631.009,2363289.65,3270201.86,0,0,0,0,0,0,0,0,0,0,0,available,5.841340065,0.89332,0.000212069,64.73,POINT (32.5121885271 15.6180761068)
Kinshasa,Democratic Republic of the Congo;Republic of Congo,3.537871639625447,0.041118362,3.522432141327766,94.29645045906652,1.030241833550143,5.841498219213624,0.1497039884897516,0.2672830624808359,3209,1,383,-4.482326309,15.18327032,-4.296100233,15.48470034,-4.396631352,15.31920759,Democratic Republic of the Congo,COD,1,2,COD; COG,Africa,Middle Africa,Kinshasa,GISCO OSM,1,1,1,304,334,350,"Tropical and subtropical grasslands, savannas, and shrublands",Arenosols,335.9109217,Tropical savannah with dry winter,Congo,1530.125,1509.575043,1414.125031,25.21890974,25.10950184,25.29094505,103.6887665,117.9017715,136.2943726,139.9775391,3325277.104,4241545.449,4921631.157,5622520.286,31.18199273,27.79688983,27.69292704,24.89587088,16.0604814,4997245952,2049581568,3227700992,LIC,LDCL,0,,0.290383552,0.273722143,0,0,0,0,3.480212016,356.2768971,19.86912191,379.626231,17.60983213,316.2541184,45.76228047,379.626231,3609.830987,2449.200778,300.5379068,216.9498549,200686.6632,212943.5759,3615.876191,1573.369945,77965.16555,160530.8315,36278.25121,37918.58862,28870.43268,30982.47797,31073.07849,83623.55514,0.409847359,0.961762859,1.451442204,,,,,28419.18921,105331.6359,109616.0418,148751.2673,180190.8323,1014144.195,1360428.778,1540558.975,1209094.396,,,,,41.43477231,72.68427011,81.69949515,90.24312627,0.427945129,0.299250195,0.036908095,24.01652176,380.8592071,472.8070744,528.6166436,657.4466084,3534.972786,4378.672847,4915.876857,7110.505322,3.286562952,4.427341908,7.588496399,26.62015122,0.198679029,0.372879814,0.389329855,0.412720121,43.4991,35.30068,33.40962,37.77275,74,26.46910667,28.69312477,34.06280899,34.8719902,545394.133,665194.3665,782500.3737,894693.3855,0,0,0,0,0,0,0,0,0,0,0,available,7.546760082,0.60894,0.010765062,63.45,POINT (15.3192075925 -4.39663135156)
Dar es Salaam,Tanzania,3.576149109127246,0.006697057,3.5776603024007767,94.5456416,1.0590157223375365,5.229269134524118,0.2007765984985762,0.070549659,5222,1,660,-6.986302972,38.97252094,-6.613262234,39.3670539,-6.821677074,39.20098391,Tanzania,TZA,0,1,TZA,Africa,Eastern Africa,Dar es Salaam,GISCO OSM,1,1,1,124,243,453,Tropical and Subtropical Moist Broadleaf Forests,Ferralsols,63.01665983,Tropical savannah with dry winter,NAN,998.6750031,982.9250031,828.9750061,26.04294348,26.21409082,26.46647024,183.8578033,183.8578033,250.9479065,263.4899292,465627.4285,1208632.562,2201817.319,5345514.63,394.8603371,152.1205113,113.9730823,49.29177963,7.827950302,8279411200,6239699968,23633262592,LIC,LDCL,255.99506382322392,0.30330631,0.425077309,0.373486988,0.986221688,585.4780519,69.15269849,650.9351484,272.4206139,378.8744453,4.321912852,655.616972,147.2883043,491.9840295,16.34463816,655.616972,60055.91959,59283.61022,71904.38278,343464.6273,6638.484168,21771.38064,25083.77452,41903.62149,43167.36255,74374.25323,93061.26454,338223.7172,73388.6223,95213.81398,142596.03,380871.5259,27.96398991,27.3639034,11.62770498,16.11238201,,,,90.1049569,421728.6882,482749.072,398607.9664,443266.9708,174987.2551,308703.0834,492737.433,1899001.664,,,,,1492.189799,2191.965962,2329.468951,5683.109263,7.375312094,7.28045097,30.14460181,41.29646799,1495.226993,1712.369521,1423.272012,1592.62113,847.8544445,1366.450736,2522.195512,8597.17138,14.52479946,14.45097771,27.95231452,108.9053047,6.938228751,10.32897082,11.25284786,25.99539015,11.697082,9.565602,9.53798,9.71227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089192,4,available,17.15859985,0.24204,0.107055937,60.08,POINT (39.2009839087 -6.82167707444)
Accra,Ghana,3.518363927698452,0.058427327,3.5208135975886607,107.85925830924825,1.0412546444139783,5.318980559,0.1653637425293673,0.082764306,1910,1,846,5.462354594,-0.490322729,5.762150159,0.050039781,5.621085071,-0.215586875,Ghana,GHA,0,1,GHA,Africa,Western Africa,Accra; Ashaiman; Tema,GISCO OSM,3,3,2,402,579,674,"Tropical and subtropical grasslands, savannas, and shrublands",Acrisols,41.7989327,Tropical savannah with dry winter,NAN,1003.850037,943.3000336,978.4000092,27.73365879,27.68887711,27.92685747,336.9907227,410.8282166,467.8338013,494.8962097,1044100.769,1919747.899,2752349.08,4412617.472,322.7568953,214.0011284,169.9761867,112.1547954,12.91586728,4001607936,4737710080,13201531904,LMIC,LDC,0,,0.292266749,0.293612008,0,0,0,0,3.586407179,779.5585008,56.84690343,838.5454112,14.58997099,749.0260205,76.37581991,839.1271156,,,,318529.8303,28679.04617,42891.70666,59857.93295,108805.3227,134879.9003,126431.1219,220809.9729,387871.5015,118338.5135,162767.7271,261151.671,593318.1713,3.120004136,2.981138674,2.994704288,49.93885025,,,,,257808.1112,179436.0948,145590.9569,70345.07747,73480.88237,128038.2902,335223.2987,217347.4607,,,,2.353784345,1684.344852,2222.392165,4302.731161,6966.567337,,,,3.3215694,924.5844224,647.6090992,539.0632315,270.4004746,528.8802058,888.9318932,1895.650706,2287.117107,112.149628,137.000421,263.3696094,820.4458782,8.115997899,10.01088707,19.46195546,37.13830567,27.11212,29.34582,34.0657,39.6745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066864,4,available,5.543600082,0.22369,0.009198825,41.5,POINT (-0.215586874558 5.62108507064)
Nairobi,Kenya,3.565730863324278,0.016125863,3.5650059460744616,98.76189197972133,1.059903162143089,4.894942413620431,0.2464697045568352,0.07247538,4808,1,337,-1.342601804,36.65363766,-1.164656517,36.96313314,-1.26326509,36.82441076,Kenya,KEN,0,1,KEN,Africa,Eastern Africa,Nairobi,GISCO OSM,3,3,1,152,251,316,"Tropical and subtropical grasslands, savannas, and shrublands",Vertisols,1702.061602,"Mild temperate, fully humid, and  Warm summer",Galana,1087.575027,835.7750092,955.125,18.5292635,19.18881559,19.41679478,21.35112381,35.52570724,65.71214294,72.87927246,870663.9168,1719461.137,2478784.989,3986169.968,24.52280771,20.66095387,26.50981962,18.28303184,18.3977231,24773367808,17469972480,32436955136,LMIC,LDC,0,,0.342291294,0.328551467,0,0,0,0,90.45548065,243.8081915,0,334.2636722,102.7775849,229.499969,1.986118375,334.2636722,16766.69565,7946.974332,147883.1662,92653.61937,105390.2459,167034.688,263014.0505,332518.5309,417454.1275,631636.192,621451.0754,1548820.729,310789.2035,483835.782,493040.2777,1324263.254,32.90464421,88.62697768,94.74388844,20.70913651,,,,,474661.7367,498997.5678,446572.7994,517213.1225,,32146.74122,,,,,,,554.6554301,804.0595896,622.586367,1041.39701,1.984151307,0.948487631,17.76529922,11.13060438,1773.658255,1880.372747,1697.031772,1975.351133,5329.298992,6891.41815,8437.514968,13207.76167,346.6811965,194.290248,161.7419277,453.712599,5.98380465,9.071797399,9.03479323,14.41267534,11.609774,10.462458,10.80707,10.53272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070022,4,available,10.95510006,0.85458,0.085331763,78.37,POINT (36.8244107621 -1.26326508988)
Addis Ababa,Ethiopia,3.557628040375027,0.023428061,3.5654926714556017,74.98655859255257,1.0380051037617777,5.383722104412804,0.1337305193712343,0.137937999,5134,1,392,8.845216517459999,38.59219481,9.097119166,38.93688785,8.992593826,38.75908952,Ethiopia,ETH,0,1,ETH,Africa,Eastern Africa,Addis Ababa,GISCO OSM,1,1,2,201,245,291,Montane Grasslands and Shrublands,Nitisols,2360.958644,"Mild temperate with dry winter, and  Warm summer",NAN,1083.125031,952.1000061,1100.949997,17.04030705,17.26191616,17.89400387,19.03080368,50.88074875,83.33507538,105.3914413,1544439.672,2115285.097,2795253.282,3830787.819,12.32214118,24.05384921,29.81306772,27.51168854,9.930987136,1552358144,1473263360,4708012032,LIC,LDCL,0,,0.375382899,0.307875151,0,0,0,0,173.0857709,217.1057872,0,390.1915581,63.27218895,318.0874922,8.831876938,390.1915581,,,,746.8770616,2431.207058,13962.06242,30567.34165,57693.47667,24247.57056,45509.26904,63778.45056,360544.25,82743.90084,126647.7745,189230.3839,396205.7361,1.079019506,3.877722197,15.10628562,56.37848864,,,,,249917.8942,386660.6427,505340.2227,794880.6473,,,,,,,,1635.644652,2165.467939,2831.974775,5097.816068,10890.33919,,,,0.091721665,898.9121308,1392.657052,1832.823129,2892.257708,1549.440505,1687.712797,2124.013777,3070.987344,19.43936223,25.48331436,40.98902864,125.9332701,8.388993938,10.99604734,19.1131831,40.75295809,24.0255,22.17838,23.76536,33.47305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091731,4,available,7.798449993,1.2262,0.037815761,73.11,POINT (38.7590895169 8.99259382559)
Kano,Nigeria,3.387221897,0.1706958755266426,3.4476416197655086,64.82806762775867,1.0313171127074896,5.930643620935293,0.051899864,0.1426424310741628,2717,1,394,11.81587838,8.366557584,12.11764991,8.658805134,11.97602191,8.519616119,Nigeria,NGA,0,1,NGA,Africa,Western Africa,Kano,GISCO OSM,1,1,1,192,246,280,"Tropical and subtropical grasslands, savannas, and shrublands",Arenosols,474.9902563,Tropical savannah with dry winter,Lake Chad,770.3000183,865.3250122,825.7750397,26.32262564,26.51103783,26.97437906,86.29909515,125.6601791,148.1263428,189.2151031,1353665.845,2100232.582,2763451.494,4158609.07,63.75214051,59.83155401,53.60193333,45.49961296,9.56004484,5347560448,4274169344,10799563776,LMIC,LDC,194.86564212668543,,0.31248422,0.285518621,0,0,0,0,16.46687079,364.978212,9.721189063,391.1662718,71.57591312,287.5704752,32.01988353,391.1662718,,,759670.3112,2122.130373,38405.36876,134372.369,172033.0402,271897.1942,83791.78178,232764.2866,334077.8558,704073.0293,96438.67687,215379.7638,402759.342,452629.4421,2.299923787,41.0154061,58.49482837,109.400055,,,,,871857.9753,996203.3528,1001580.767,1036236.38,71450.19145,83460.72408,280569.1413,618029.9302,,,,,5962.722805,12648.57329,16881.94348,19156.63505,,,7.921667889,0.022129115,3066.190615,3492.362516,3520.419146,3652.458082,430.3249092,433.6991468,1239.93738,3240.076052,31.11209746,60.31546034,96.06228607,41.53195993,22.17736038,48.42382566,64.41303786,75.04839362,51.7874,61.219,63.21602,75.87955,16,1.051867127,1.623585224,1.894241929,2.440925837,29678.75699,45865.09118,51074.57098,70031.162,0,0,0,0,0,0,0,0,0,0,0,available,6.020780087,0.59916,0.027169944,51.97,POINT (8.51961611944 11.9760219126)
Cape Town,South Africa,3.540902384141276,0.038415069,3.546078986628497,99.09770089352176,1.0910405595799932,5.192703793381759,0.1672477804681194,0.1640355125100887,3268,1,697,-34.10130697,18.36988365,-33.78872797,18.76360602,-33.94764796,18.57842297,South Africa,ZAF,0,1,ZAF,Africa,Southern Africa,Cape Town,GISCO OSM,1,3,1,385,568,652,"Mediterranean Forests, Woodlands, and Scrub",Podzols,48.37129891,"Mild temperate with dry summer, and  Hot summer",NAN,665.4000092,558.1250076,532.3750153,17.140172,17.60603905,17.91495228,308.0888977,346.3020325,377.8912048,388.1391602,978215.1551,1767886.18,2460810.838,3511853.327,314.9500354,195.8848009,153.5636949,110.5225999,34.77296559,12524289024,15718035456,28099067904,UMIC,LDC,881.6709680074274,0.348710586,0.36211131,0.352810716,39.11118614,629.699115,26.61061294,695.3170075,105.9663596,571.0490792,18.40547525,695.4209141,98.95636041,568.2578475,28.2067062,695.4209141,105373.385,157494.029,208577.0684,488.2829479,450393.2341,416345.7385,434451.0576,1251259.253,1740347.554,3919592.575,3970467.117,6549671.021,622033.7526,799448.0369,961204.0231,1402740.374,7.775656545,6.843273267,22.86953574,25.06846402,,,,,117361.3563,93983.4388,75587.21165,67965.74601,181474.4183,266186.7592,332672.6537,478861.306,,,,0.667040327,1497.193149,1436.271796,1687.760839,2024.570934,219.3045707,387.9561891,462.3877077,0.144677066,1843.302926,1546.676034,1161.627827,3891.806494,1878.428338,2589.959501,2909.630738,4684.969636,183.9896242,168.6561474,197.3121641,208.1351136,5.536893055,5.403203238,6.368407024,7.593697693,11.547534,8.44089,7.416662,8.221145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037794,3,available,3.221849918,0.16617,0.059940824,44.31,POINT (18.5784229712 -33.947647959)
Dakar,Senegal,3.5462830818782933,0.033606344,3.555104900444148,56.38562431612379,1.022839610189619,5.899840170484816,0.071283964,0.1772154146687977,1452,1,277,14.64328113,-17.53112291,14.82350053,-17.21214076,14.74292116,-17.3794757,Senegal,SEN,0,1,SEN,Africa,Western Africa,Dakar; Guédiawaye; Parcelles Assainies; Rufisque; Pikine,GISCO OSM,2,1,1,225,237,247,"Tropical and subtropical grasslands, savannas, and shrublands",Arenosols,13.68409138,"Steppe (semi-arid), and  Hot arid",NAN,518.100029,536.1750183,584.8500137,25.15471745,25.49592972,25.63602781,124.7758789,136.8991699,148.4836884,169.555954,1109315.629,1700780.166,2204702.35,3358309.548,112.4800513,80.491984,67.34863251,50.48848284,14.38148872,3512364288,3626059008,6637053440,LIC,LDCL,0,0.249166829,0.253751443,0.251474938,0.961346875,172.881309,101.4969371,267.9114584,4.701363908,184.7622157,85.87601337,275.339593,2.443146817,160.8647132,112.031733,275.339593,162529.3663,229400.1177,359642.1383,409871.4123,6827.831935,18088.20049,46903.27085,47887.08777,115209.0377,71442.93844,133159.6872,269991.4006,61194.20549,72805.37296,100073.8486,192725.4942,0.342475855,0.787694549,0.787694549,,,,,,15720.21872,9549.754687,11864.37746,9545.790698,,,,23070.24994,,,,0.497649058,173.2116369,296.1068364,257.9087859,501.6876232,19.10879835,26.84964916,40.77314573,47.31229485,60.89384045,37.79870647,48.04154277,38.97032696,529.3001015,516.1066408,567.8811056,1051.3151,8.751888375,19.13622966,34.07977026,77.66148127,1.058325874,1.937024299,2.491707115,4.850228633,40.79516,41.7803,46.88502,55.9679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,,0.31445,0.025018322,38.79,POINT (-17.3794756955 14.7429211618)
Yaounde,Cameroon,3.5809967694401776,0.00229446,3.58168924,91.14654925098098,1.0622126742044729,4.920426702853481,0.2727581137622978,0.095028082,2961,1,251,3.729429195,11.44055949,3.972269832,11.60049584,3.852442559,11.52221064,Cameroon,CMR,0,1,CMR,Africa,Middle Africa,Yaounde,GISCO OSM,1,1,1,147,183,228,Tropical and Subtropical Moist Broadleaf Forests,Ferralsols,722.2191726,Tropical savannah with dry winter,Nyong,1640.925049,1988.400055,1538.150024,24.0535903,24.14460278,24.26650429,63.25747681,107.9142456,148.7235718,150.5043335,604849.6542,1161802.392,1800582.497,3465247.206,104.5838026,92.88519833,82.59747724,43.43249545,11.52491459,4019175424,3490036736,8040593920,LMIC,LDC,0,,0.432866976,0.404703282,0,0,0,0,131.5909681,117.4793984,0,249.0703665,98.29007077,150.7802957,0,249.0703665,,,,65648.88024,6718.312513,46813.4131,55482.89975,53649.92752,13174.04414,32932.5921,44929.74116,136776.9875,16926.55591,37051.34561,40460.77415,74020.30845,20.89389962,12.90766416,6.169966155,136.3987825,,,,5355.751167,184535.9941,180777.879,172857.3936,121048.0055,3618.058464,13973.05217,,,,,,,116.6458471,87.19385397,124.71128,321.2533162,,,,10.43514642,648.9845291,637.8851279,610.4092925,428.2315028,57.14584072,119.6010883,115.4523067,251.6307011,7.058645305,17.33694408,16.02037492,31.60367755,1.007664419,1.483611715,1.90718307,4.586150783,25.61996,23.05618,24.53798,30.0982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017628,3,available,11.15929985,0.3044,0.223430674,40.04,POINT (11.5222106392 3.85244255922)
Istanbul,Turkey,3.5756284532829112,0.007169333,3.577320203501421,80.38626026444466,1.046584485997972,5.369730912597593,0.072368624,0.1786498031143173,3562,1,1340,40.749485,28.49838139,41.22626853,29.51766895,40.99506693,29.03102284,Turkey,TUR,0,1,TUR,Asia,Western Asia,Istanbul,GISCO OSM,3,2,1,764,1077,1226,Temperate Broadleaf and Mixed Forests,Luvisols,87.76779944,"Mild temperate with dry summer, and  Hot summer",NAN,703.1000214,764.6250153,815.4250031,13.923244,14.91064405,15.15826154,536.3080444,588.963562,667.2276001,718.2034912,4704983.469,7931495.553,10148541.95,14111242.41,113.9872325,74.25630615,65.74615383,50.89583682,43.31229954,121857744896.00002,1.35118E+11,2.67148E+11,UMIC,LDC,194.9034076241578,0.169674172,0.29232104,0.273809529,5.935351848,516.3472178,792.1504139,1232.252292,240.8090254,929.0196318,171.6622577,1341.490915,234.3471081,828.45456,278.6892468,1341.490915,333955.316,1459180.758,2996928.478,5159776.18,1491993.695,3192152.617,4336482.506,10537671.46,2405556.495,5924756.359,11066563.72,10662810.28,1071475.242,1863192.88,2657372.52,5057203.948,75.86971946,211.482266,283.8333951,372.7506364,,,1722.113063,42137.56078,,324550.19,216400.163,60797.13763,,,,,,,,20666.26291,27962.9193,33572.4604,35423.59418,38927.37748,164.7495475,211.2093972,162.9129646,319.509462,2181.942035,7764.438279,5595.218049,15647.75094,1455.018325,4691.365372,9998.86109,5541.699047,583.9158528,863.7980366,1004.202975,1226.206476,108.0870173,130.4407154,142.2252302,157.5681197,16.86632,16.37538,17.88726,19.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352713,7,available,6.860849857,0.34435,0.03233009,46.4,POINT (29.0310228371 40.9950669345)
Moscow,Russia,3.579011294648987,0.004098825,3.578630091,207.3454916663089,1.059080233776771,4.4171119652510855,0.1133714571419643,0.1531202149932814,3675,1,1882,55.34326935,37.22931404,56.0246563,38.09044273,55.73855188,37.64862463,Russia,RUS,0,1,RUS,Europe,Eastern Europe,Moscow; Balashikha; Khimki; Podolsk; Korolyov; Lyubertsy; Mytishchi; Krasnogorsk; Shchyolkovo; Pushkino; Dolgoprudny,GISCO OSM,3,1,2,1332,1559,1706,Temperate Broadleaf and Mixed Forests,Podzoluvisols,161.313865,"Snow, fully humid, and  Warm summer",Volga,724.6750336,648.4750214,700.5499954,6.308054447,6.258996844,6.598886132,968.5710449,1054.927979,1152.953369,1218.43396,7370926.058,10191342.6,11665385.33,14077364.36,131.4042547,103.5121691,98.8354295,86.55270464,64.83425752,1.52862E+11,1.62204E+11,2.88908E+11,UMIC,MDR,0,0.429315712,0.463991013,0.468642646,967.294612,907.1827071,14.36586664,1888.843186,1196.767866,687.5621511,4.513168875,1888.843186,1158.298009,719.010006,11.53517114,1888.843186,32572539.87,89320041.92,69807483.84,72039084.04,14924607.38,23597910.92,14500582.32,16222893.83,15360291.42,15710679.32,13411123.28,16298307.61,2406296.111,4726538.808,3392831.744,4445968.114,9599.031347,14671.37017,6215.554414,189.2188264,,1214665.719,389555.3824,229169.13,509544.3479,187146.9573,45364.72284,27037.15655,,28201.92124,81168.76682,26960.55123,,,,,3626.89683,2960.172287,2092.401781,3200.414898,3417.170523,4816.501441,4178.332177,2934.036834,36507.97693,38597.46744,10989.90333,5246.305171,4901.000048,4897.005149,3644.981185,3588.154599,672.9473148,980.849304,367.3982872,351.7751568,76.90570508,79.70873343,41.25305743,39.0372408,20.2232,20.83702,22.35188,20.521,183,103.4191742,111.8431244,119.1346283,124.9547653,790202.7243,1095453.426,1261214.311,1546825.052,0,0,0,0,0,0,0,0,0,0,0,available,52.59830093,0.44607,0.435104365,61.55,POINT (37.6486246284 55.7385518753)
Saint Petersburg,Russia,3.5501910527060923,0.030106275,3.5505866086405344,158.44122459233978,1.030137201179624,4.070824286890769,0.052182376,0.2680242569439245,3396,1,527,59.78296388,30.07293018,60.08630302,30.60465044,59.92075415,30.33491092,Russia,RUS,0,1,RUS,Europe,Eastern Europe,Saint Petersburg,GISCO OSM,1,1,1,490,511,514,Boreal Forests/Taiga,Podzoluvisols,15.59606644,"Snow, fully humid, and  Warm summer",Neva,670.3000183,615.8000183,668.4750214,6.115870714,5.994279027,6.467553616,337.053894,345.4798279,353.8010864,361.4576111,2887727.374,3642418.119,3923457.534,4300867.492,116.7194303,94.84903066,90.17584193,84.04295453,82.97555664,32194074624,22326407168,45282021376,UMIC,MDR,438.8882172677014,0.353450748,0.414024403,0.399474081,124.5337475,335.7660911,68.85680395,528.6848367,211.6870474,275.6163609,41.85323428,529.1566425,189.4937723,285.2420285,54.42084169,529.1566425,2431870.358,6342026.734,5657518.896,8672380.38,6480340.21,9359463.421,5402544.712,5748040.747,17433925.09,22186088.56,15355682.17,19420075.42,1259204.958,2444314.16,1856965.46,2425133.095,2306.738798,3527.316418,1496.125465,45.1524812,,206054.3106,66083.60799,82714.18254,65166.01953,31222.16751,10258.78549,7310.288722,,11194.80809,28256.88175,9267.649315,,,,23.79267672,170.0037122,141.0022059,99.17211629,149.9982911,243.1204009,452.6378379,546.837668,707.4888856,15324.34527,15155.06115,4070.019515,1781.494905,5686.187832,5019.595659,2305.540941,2653.688443,667.5972563,843.2760997,666.1752993,809.0139136,1.424240013,1.508458421,0.884144754,1.157229891,13.0357,12.50972,12.74438,10.7673,339,225.6177521,229.9490967,235.468338,240.2672424,1710030.29,2151804.099,2316806.493,2539798.95,0,0,0,0,0,0,0,0,0,0,0,available,10.7524004,0.27208,0.314379394,35.96,POINT (30.3349109216 59.9207541509)
